dataset,mix_id,mix_code,scm_primary_type,cement_kg_m3,binder_content_kg_m3,scm_replacement_pct,w_c_ratio,w_b_ratio,water_kg_m3,compressive_strength_28d_mpa,total_coarse_agg_kg_m3,total_fine_agg_kg_m3,total_agg_kg_m3,fine_to_coarse_ratio,binder_to_aggregate_ratio
DS2,7513.0,DS2-137,None,350,350,0.0,0.4,,140.0,37.2,0,0,0,,
DS2,7514.0,DS2-138,None,450,450,0.0,0.4,,180.0,47.2,0,0,0,,
DS3,4380.0,DS3-50,GGBS,312,383,18.5378590078329,,,213,29.51,1148,710,1858,0.6184668989547039,0.20613562970936491
DS3,4381.0,DS3-51,GGBS,234,376,37.765957446808514,,,213,28.95,1148,710,1858,0.6184668989547039,0.2023681377825619
DS3,4382.0,DS3-52,GGBS,156,368,57.608695652173914,,,213,25.52,1148,710,1858,0.6184668989547039,0.19806243272335844
DS3,4383.0,DS3-53,Fly Ash,390,390,0.0,,,225,27.67,1096,710,1806,0.6478102189781022,0.2159468438538206
DS3,4384.0,DS3-54,GGBS,312,383,18.5378590078329,,,225,25.35,1096,710,1806,0.6478102189781022,0.21207087486157253
DS3,4385.0,DS3-55,GGBS,234,376,37.765957446808514,,,225,24.08,1096,710,1806,0.6478102189781022,0.2081949058693245
DS3,4386.0,DS3-56,GGBS,156,368,57.608695652173914,,,225,21.77,1096,710,1806,0.6478102189781022,0.20376522702104097
DS3,4387.0,DS3-57,Fly Ash,390,390,0.0,,,195,,1200,710,1910,0.5916666666666667,0.20418848167539266
DS3,4388.0,DS3-58,GGBS,312,383,18.5378590078329,,,195,,1200,710,1910,0.5916666666666667,0.20052356020942408
DS3,4389.0,DS3-59,GGBS,234,376,37.765957446808514,,,195,,1200,710,1910,0.5916666666666667,0.1968586387434555
DS3,4390.0,DS3-60,GGBS,156,368,57.608695652173914,,,195,,1200,710,1910,0.5916666666666667,0.19267015706806281
DS3,4391.0,DS3-61,Fly Ash,390,390,0.0,,,207,,1174,710,1884,0.6047700170357752,0.2070063694267516
DS3,4392.0,DS3-62,GGBS,312,383,18.5378590078329,,,207,,1174,710,1884,0.6047700170357752,0.20329087048832273
DS3,4393.0,DS3-63,GGBS,234,376,37.765957446808514,,,207,,1174,710,1884,0.6047700170357752,0.19957537154989385
DS3,4394.0,DS3-64,GGBS,156,368,57.608695652173914,,,207,,1174,710,1884,0.6047700170357752,0.19532908704883228
DS2,7515.0,DS2-139,None,300,300,0.0,0.4,,120.0,29.3,0,0,0,,
DS2,7516.0,DS2-140,None,350,350,0.0,0.4,,140.0,35.3,0,0,0,,
DS2,7517.0,DS2-141,None,450,450,0.0,0.4,,180.0,42.8,0,0,0,,
DS4,8118.0,DS4-8,Fly Ash,338.9,481.9,29.674206266860345,,0.40,191.8,43.5,824.6,824.6,1649.2,1.0,0.29220227989328157
DS2,7518.0,DS2-142,None,380,380,0.0,0.41,,155.80,59.4,0,0,0,,
DS2,7519.0,DS2-143,None,380,380,0.0,0.41,,155.80,42.3,0,0,0,,
DS1,62.0,DS1-57,GGBS,475.00,475.00,0.0,0.48,0.48,228.00,,932.00,594.00,1526.00,0.6373390557939914,0.3112712975098296
DS1,63.0,DS1-58,GGBS,198.60,331.00,40.0,0.97,0.58,192.00,,978.40,825.50,1803.90,0.8437244480784954,0.18349132435279117
DS1,64.0,DS1-59,GGBS,304.00,380.00,20.0,0.75,0.60,228.00,,932.00,670.00,1602.00,0.7188841201716738,0.23720349563046192
DS1,65.0,DS1-60,GGBS,332.50,475.00,30.0,0.69,0.48,228.00,33.02,932.00,594.00,1526.00,0.6373390557939914,0.3112712975098296
DS1,66.0,DS1-61,GGBS,304.00,380.00,20.0,0.75,0.60,228.00,,932.00,670.00,1602.00,0.7188841201716738,0.23720349563046192
DS1,67.0,DS1-62,GGBS,266.00,380.00,30.0,0.86,0.60,228.00,,932.00,670.00,1602.00,0.7188841201716738,0.23720349563046192
DS1,68.0,DS1-63,GGBS,310.00,310.00,0.0,0.62,0.62,192.00,,971.00,850.60,1821.60,0.8760041194644697,0.1701800614844093
DS1,69.0,DS1-64,GGBS,190.00,380.00,50.0,1.20,0.60,228.00,,932.00,670.00,1602.00,0.7188841201716738,0.23720349563046192
DS1,70.0,DS1-65,GGBS,266.00,380.00,30.0,0.86,0.60,228.00,,932.00,670.00,1602.00,0.7188841201716738,0.23720349563046192
DS1,71.0,DS1-66,GGBS,342.00,380.00,10.0,0.67,0.60,228.00,,932.00,670.00,1602.00,0.7188841201716738,0.23720349563046192
DS1,72.0,DS1-67,GGBS,139.60,349.00,60.0,1.38,0.55,192.00,,1047.00,806.90,1853.90,0.7706781279847182,0.1882517935163709
DS1,73.0,DS1-68,GGBS,332.50,475.00,30.0,0.69,0.48,228.00,,932.00,594.00,1526.00,0.6373390557939914,0.3112712975098296
DS1,74.0,DS1-69,GGBS,190.00,380.00,50.0,1.20,0.60,228.00,40.86,932.00,670.00,1602.00,0.7188841201716738,0.23720349563046192
DS1,75.0,DS1-70,GGBS,485.00,485.00,0.0,0.30,0.30,146.00,71.99,1120.00,800.00,1920.00,0.7142857142857143,0.2526041666666667
DS1,76.0,DS1-71,GGBS,374.00,563.20,33.59375,0.45,0.30,170.10,,926.10,756.70,1682.80,0.8170823885109599,0.33468029474685046
DS1,77.0,DS1-72,GGBS,313.30,575.50,45.560382276281494,0.56,0.30,175.50,,1046.90,611.80,1658.70,0.5843920145190563,0.3469584614457105
DS1,78.0,DS1-73,GGBS,425.00,531.30,20.007528703180878,0.36,0.29,153.50,,852.10,887.10,1739.20,1.0410749911982162,0.30548528058877644
DS1,79.0,DS1-74,GGBS,425.00,531.30,20.007528703180878,0.36,0.28,151.40,,936.00,803.70,1739.70,0.8586538461538461,0.3053974823245387
DS2,7520.0,DS2-144,None,537,537,0.0,0.41,,220.17,50.8,0,0,0,,
DS2,7521.0,DS2-145,None,537,537,0.0,0.41,,220.17,54,0,0,0,,
DS2,7522.0,DS2-146,None,537,537,0.0,0.41,,220.17,55.2,0,0,0,,
DS2,7494.0,DS2-118,None,350,350,0.0,0.4,,140.0,69.9,0,0,0,,
DS2,7495.0,DS2-119,None,350,350,0.0,0.4,,140.0,63.8,0,0,0,,
DS2,7496.0,DS2-120,None,350,350,0.0,0.4,,140.0,62.8,0,0,0,,
DS2,7497.0,DS2-121,None,350,350,0.0,0.4,,140.0,72.3,0,0,0,,
DS2,7498.0,DS2-122,None,488,488,0.0,0.4,,195.2,57.5,0,0,0,,
DS2,7499.0,DS2-123,None,488,488,0.0,0.4,,195.2,57.1,0,0,0,,
DS2,7500.0,DS2-124,None,488,488,0.0,0.4,,195.2,57.7,0,0,0,,
DS2,7501.0,DS2-125,None,488,488,0.0,0.4,,195.2,54.1,0,0,0,,
DS2,7502.0,DS2-126,None,488,488,0.0,0.4,,195.2,53.8,0,0,0,,
DS2,7523.0,DS2-147,None,537,537,0.0,0.41,,220.17,50.5,0,0,0,,
DS2,7524.0,DS2-148,None,537,537,0.0,0.41,,220.17,54.4,0,0,0,,
DS2,7525.0,DS2-149,None,537,537,0.0,0.41,,220.17,45,0,0,0,,
DS2,7526.0,DS2-150,None,537,537,0.0,0.41,,220.17,55.3,0,0,0,,
DS2,7527.0,DS2-151,None,537,537,0.0,0.41,,220.17,49.1,0,0,0,,
DS2,7528.0,DS2-152,None,537,537,0.0,0.41,,220.17,43.2,0,0,0,,
DS2,7529.0,DS2-153,None,537,537,0.0,0.41,,220.17,52.9,0,0,0,,
DS2,7530.0,DS2-154,None,537,537,0.0,0.41,,220.17,44.9,0,0,0,,
DS2,7531.0,DS2-155,None,537,537,0.0,0.41,,220.17,56,0,0,0,,
DS2,7543.0,DS2-167,None,537,537,0.0,0.41,,220.17,45.8,0,0,0,,
DS3,4395.0,DS3-65,Fly Ash,390,390,0.0,,,213,,1148,710,1858,0.6184668989547039,0.20990312163616792
DS3,4396.0,DS3-66,GGBS,312,383,18.5378590078329,,,213,,1148,710,1858,0.6184668989547039,0.20613562970936491
DS3,4397.0,DS3-67,GGBS,234,376,37.765957446808514,,,213,,1148,710,1858,0.6184668989547039,0.2023681377825619
DS2,7544.0,DS2-168,None,537,537,0.0,0.41,,220.17,49.5,0,0,0,,
DS3,4398.0,DS3-68,GGBS,156,368,57.608695652173914,,,213,,1148,710,1858,0.6184668989547039,0.19806243272335844
DS2,7545.0,DS2-169,None,537,537,0.0,0.41,,220.17,51.4,0,0,0,,
DS2,7546.0,DS2-170,None,537,537,0.0,0.41,,220.17,52.6,0,0,0,,
DS2,7547.0,DS2-171,None,537,537,0.0,0.41,,220.17,50.3,0,0,0,,
DS2,7548.0,DS2-172,None,537,537,0.0,0.41,,220.17,50,0,0,0,,
DS2,7549.0,DS2-173,None,537,537,0.0,0.41,,220.17,53.7,0,0,0,,
DS2,7550.0,DS2-174,None,537,537,0.0,0.41,,220.17,42.4,0,0,0,,
DS2,7551.0,DS2-175,None,537,537,0.0,0.41,,220.17,40.6,0,0,0,,
DS2,7552.0,DS2-176,None,537,537,0.0,0.41,,220.17,54.7,0,0,0,,
DS2,7553.0,DS2-177,None,537,537,0.0,0.41,,220.17,40,0,0,0,,
DS2,7554.0,DS2-178,None,537,537,0.0,0.41,,220.17,40.4,0,0,0,,
DS3,4399.0,DS3-69,Fly Ash,390,390,0.0,,,225,,1096,710,1806,0.6478102189781022,0.2159468438538206
DS3,4400.0,DS3-70,GGBS,312,383,18.5378590078329,,,225,,1096,710,1806,0.6478102189781022,0.21207087486157253
DS3,4401.0,DS3-71,GGBS,234,376,37.765957446808514,,,225,,1096,710,1806,0.6478102189781022,0.2081949058693245
DS3,4402.0,DS3-72,GGBS,156,368,57.608695652173914,,,225,,1096,710,1806,0.6478102189781022,0.20376522702104097
DS3,4403.0,DS3-73,Fly Ash,436,436,0.0,,,244,22.73,1143,616,1759,0.5389326334208224,0.24786810687890848
DS3,4404.0,DS3-74,Fly Ash,436,436,0.0,,,244,22.27,1143.00,616,1759.00,0.5389326334208224,0.24786810687890848
DS3,4405.0,DS3-75,Fly Ash,436,436,0.0,,,244,21.82,1143.0,616,1759.0,0.5389326334208224,0.24786810687890848
DS3,4406.0,DS3-76,Fly Ash,436,436,0.0,,,244,21.64,1143.00,616,1759.00,0.5389326334208224,0.24786810687890848
DS3,4407.0,DS3-77,Fly Ash,436,436,0.0,,,244,21.09,1143,616,1759,0.5389326334208224,0.24786810687890848
DS3,4408.0,DS3-78,Fly Ash,528,528,0.0,,,185,52.04,1259,478,1737,0.3796664019062748,0.30397236614853196
DS3,4409.0,DS3-79,Fly Ash,528,528,0.0,,,185,45.45,1259.00,478,1737.00,0.3796664019062748,0.30397236614853196
DS3,4410.0,DS3-80,Fly Ash,528,528,0.0,,,185,43.64,1259.0,478,1737.0,0.3796664019062748,0.30397236614853196
DS3,4411.0,DS3-81,Fly Ash,528,528,0.0,,,185,42.73,1259.00,478,1737.00,0.3796664019062748,0.30397236614853196
DS2,7555.0,DS2-179,None,537,537,0.0,0.41,,220.17,53.2,0,0,0,,
DS2,7556.0,DS2-180,None,537,537,0.0,0.41,,220.17,48,0,0,0,,
DS2,7557.0,DS2-181,None,537,537,0.0,0.41,,220.17,47.5,0,0,0,,
DS4,8119.0,DS4-9,Fly Ash,300,500,40.0,,0.38,190,62.3,812.5,812.5,1625.0,1.0,0.3076923076923077
DS2,7558.0,DS2-182,None,537,537,0.0,0.41,,220.17,43.3,0,0,0,,
DS4,8120.0,DS4-10,Fly Ash,304.8,482.0,36.76348547717842,,0.36,174.5,49.6,845.4,845.4,1690.8,1.0,0.28507215519280815
DS4,8121.0,DS4-11,Fly Ash,345.9,518.0,33.22393822393823,,0.40,206.2,29.4,791.2,791.2,1582.4,1.0,0.32735085945399395
DS2,7559.0,DS2-183,None,537,537,0.0,0.41,,220.17,46,0,0,0,,
DS2,7560.0,DS2-184,None,380,380,0.0,0.41,,155.80,46.1,0,0,0,,
DS1,80.0,DS1-75,GGBS,375.00,468.80,20.00853242320819,0.34,0.27,126.60,,852.10,992.60,1844.70,1.1648867503814107,0.254133463435789
DS1,81.0,DS1-76,GGBS,475.00,593.80,20.006736274840012,0.38,0.30,181.10,,852.10,781.50,1633.60,0.9171458748973125,0.3634916748285994
DS1,82.0,DS1-77,GGBS,469.00,586.20,19.993176390310474,0.29,0.24,137.80,,852.10,840.50,1692.60,0.9863865743457341,0.34633108826657216
DS1,83.0,DS1-78,GGBS,425.00,531.30,20.007528703180878,0.36,0.29,153.50,,852.10,887.10,1739.20,1.0410749911982162,0.30548528058877644
DS1,84.0,DS1-79,GGBS,388.60,485.70,19.991764463660697,0.41,0.33,157.90,,852.10,925.70,1777.80,1.0863748386339631,0.27320283496456294
DS1,85.0,DS1-80,GGBS,531.30,531.30,0.0,0.27,0.27,141.80,,852.10,893.70,1745.80,1.0488205609670227,0.30433039294306335
DS1,86.0,DS1-81,GGBS,425.00,531.30,20.007528703180878,0.36,0.29,153.50,,852.10,887.10,1739.20,1.0410749911982162,0.30548528058877644
DS1,87.0,DS1-82,GGBS,318.80,531.30,39.99623564840956,0.49,0.29,155.70,,852.10,880.40,1732.50,1.0332120643117004,0.30666666666666664
DS1,88.0,DS1-83,GGBS,401.80,496.50,19.073514602215507,0.37,0.30,147.40,,946.80,852.10,1798.90,0.8999788762146177,0.2760020012229696
DS1,89.0,DS1-84,GGBS,362.60,551.60,34.263959390862944,0.45,0.30,164.90,,944.70,755.80,1700.50,0.800042341484069,0.32437518376947955
DS1,90.0,DS1-85,GGBS,323.70,606.50,46.62819455894476,0.57,0.30,183.80,,942.70,659.90,1602.60,0.7000106078285775,0.3784475227754898
DS1,91.0,DS1-86,GGBS,379.50,530.70,28.490672696438665,0.41,0.29,153.90,,1134.30,605.00,1739.30,0.533368597372829,0.30512275053182314
DS1,92.0,DS1-87,GGBS,362.60,551.60,34.263959390862944,0.45,0.30,164.90,,944.70,755.80,1700.50,0.800042341484069,0.32437518376947955
DS1,93.0,DS1-88,GGBS,286.30,487.20,41.235632183908045,0.51,0.30,144.70,,1004.60,803.70,1808.30,0.8000199084212622,0.26942432118564397
DS1,94.0,DS1-89,GGBS,362.60,551.60,34.263959390862944,0.45,0.30,164.90,,944.70,755.80,1700.50,0.800042341484069,0.32437518376947955
DS1,95.0,DS1-90,GGBS,439.00,616.00,28.733766233766232,0.42,0.30,186.00,,884.90,707.90,1592.80,0.7999773985761103,0.3867403314917127
DS1,96.0,DS1-91,GGBS,389.90,578.90,32.64812575574365,0.37,0.25,145.90,,944.70,755.80,1700.50,0.800042341484069,0.34042928550426343
DS1,97.0,DS1-92,GGBS,362.60,551.60,34.263959390862944,0.45,0.30,164.90,,944.70,755.80,1700.50,0.800042341484069,0.32437518376947955
DS2,7561.0,DS2-185,None,463,463,0.0,0.41,,189.83,60.1,0,0,0,,
DS2,7562.0,DS2-186,None,350,350,0.0,0.41,,143.50,71.1,0,0,0,,
DS2,7532.0,DS2-156,None,537,537,0.0,0.41,,220.17,53.5,0,0,0,,
DS2,7533.0,DS2-157,None,537,537,0.0,0.41,,220.17,48.9,0,0,0,,
DS2,7534.0,DS2-158,None,537,537,0.0,0.41,,220.17,50.2,0,0,0,,
DS2,7535.0,DS2-159,None,537,537,0.0,0.41,,220.17,46.9,0,0,0,,
DS2,7536.0,DS2-160,None,537,537,0.0,0.41,,220.17,55.9,0,0,0,,
DS2,7537.0,DS2-161,None,537,537,0.0,0.41,,220.17,49.9,0,0,0,,
DS2,7538.0,DS2-162,None,537,537,0.0,0.41,,220.17,53.7,0,0,0,,
DS2,7539.0,DS2-163,None,537,537,0.0,0.41,,220.17,49.9,0,0,0,,
DS2,7540.0,DS2-164,None,537,537,0.0,0.41,,220.17,44.6,0,0,0,,
DS2,7541.0,DS2-165,None,537,537,0.0,0.41,,220.17,54.4,0,0,0,,
DS2,7542.0,DS2-166,None,537,537,0.0,0.41,,220.17,56.9,0,0,0,,
DS2,7563.0,DS2-187,None,400,400,0.0,0.42,,168.00,35.8,0,0,0,,
DS2,7564.0,DS2-188,None,380,380,0.0,0.42,,159.60,62.2,0,0,0,,
DS2,7565.0,DS2-189,None,465,465,0.0,0.42,,195.30,43.5,0,0,0,,
DS2,7566.0,DS2-190,None,370,370,0.0,0.42,,155.40,40,0,0,0,,
DS2,7567.0,DS2-191,None,370,370,0.0,0.42,,155.40,33,0,0,0,,
DS2,7568.0,DS2-192,None,370,370,0.0,0.42,,155.40,34.5,0,0,0,,
DS2,7569.0,DS2-193,None,370,370,0.0,0.42,,155.40,34,0,0,0,,
DS2,7570.0,DS2-194,None,426,426,0.0,0.42,,178.92,34,0,0,0,,
DS2,7582.0,DS2-206,None,380,380,0.0,0.42,,159.60,65.1,0,0,0,,
DS2,7583.0,DS2-207,None,385,385,0.0,0.42,,161.70,72.9,0,0,0,,
DS2,7584.0,DS2-208,None,385,385,0.0,0.42,,161.70,67.4,0,0,0,,
DS2,7585.0,DS2-209,None,380,380,0.0,0.42,,159.60,65.1,0,0,0,,
DS2,7586.0,DS2-210,None,430,430,0.0,0.43,,184.90,26.9,0,0,0,,
DS2,7587.0,DS2-211,None,430,430,0.0,0.43,,184.90,25.4,0,0,0,,
DS2,7588.0,DS2-212,None,430,430,0.0,0.43,,184.90,23.6,0,0,0,,
DS2,7589.0,DS2-213,None,430,430,0.0,0.43,,184.90,30.3,0,0,0,,
DS2,7590.0,DS2-214,None,430,430,0.0,0.43,,184.90,26.7,0,0,0,,
DS2,7591.0,DS2-215,None,420,420,0.0,0.43,,180.60,31.1,0,0,0,,
DS2,7592.0,DS2-216,None,420,420,0.0,0.43,,180.60,28.7,0,0,0,,
DS2,7593.0,DS2-217,None,401,401,0.0,0.43,,172.43,51.8,0,0,0,,
DS2,7594.0,DS2-218,None,401,401,0.0,0.43,,172.43,47,0,0,0,,
DS3,4412.0,DS3-82,Fly Ash,528,528,0.0,,,185,41.82,1259,478,1737,0.3796664019062748,0.30397236614853196
DS3,4413.0,DS3-83,Fly Ash,436,436,0.0,,,244,,1143,616,1759,0.5389326334208224,0.24786810687890848
DS3,4414.0,DS3-84,Fly Ash,436,436,0.0,,,244,,1143.00,616,1759.00,0.5389326334208224,0.24786810687890848
DS3,4415.0,DS3-85,Fly Ash,436,436,0.0,,,244,,1143.0,616,1759.0,0.5389326334208224,0.24786810687890848
DS3,4416.0,DS3-86,Fly Ash,436,436,0.0,,,244,,1143.00,616,1759.00,0.5389326334208224,0.24786810687890848
DS3,4417.0,DS3-87,Fly Ash,436,436,0.0,,,244,,1143,616,1759,0.5389326334208224,0.24786810687890848
DS3,4418.0,DS3-88,Fly Ash,528,528,0.0,,,185,,1259,478,1737,0.3796664019062748,0.30397236614853196
DS3,4419.0,DS3-89,Fly Ash,528,528,0.0,,,185,,1259.00,478,1737.00,0.3796664019062748,0.30397236614853196
DS3,4420.0,DS3-90,Fly Ash,528,528,0.0,,,185,,1259.0,478,1737.0,0.3796664019062748,0.30397236614853196
DS3,4421.0,DS3-91,Fly Ash,528,528,0.0,,,185,,1259.00,478,1737.00,0.3796664019062748,0.30397236614853196
DS3,4422.0,DS3-92,Fly Ash,528,528,0.0,,,185,,1259,478,1737,0.3796664019062748,0.30397236614853196
DS3,4423.0,DS3-93,Fly Ash,435.7,435.7,0.0,,,204.8,48.25,1115.2,564.3,1679.5,0.5060078909612625,0.25942244715689194
DS3,4424.0,DS3-94,Fly Ash,435.7,435.7,0.0,,,204.8,52.92,1115.2,564.3,1679.5,0.5060078909612625,0.25942244715689194
DS2,7595.0,DS2-219,None,401,401,0.0,0.43,,172.43,46,0,0,0,,
DS2,7596.0,DS2-220,None,401,401,0.0,0.43,,172.43,42.5,0,0,0,,
DS2,7597.0,DS2-221,None,325,325,0.0,0.43,,139.75,33.2,0,0,0,,
DS4,8122.0,DS4-12,Fly Ash,345.9,518.0,33.22393822393823,,0.36,187.5,38.6,811.3,811.3,1622.6,1.0,0.31924072476272647
DS4,8123.0,DS4-13,Fly Ash,345.9,518.0,33.22393822393823,,0.36,187.5,40.4,814.5,814.5,1629.0,1.0,0.3179864947820749
DS2,7598.0,DS2-222,None,369,369,0.0,0.43,,158.67,31,0,0,0,,
DS2,7599.0,DS2-223,None,369,369,0.0,0.43,,158.67,27,0,0,0,,
DS2,7600.0,DS2-224,None,333,333,0.0,0.43,,143.19,27,0,0,0,,
DS2,7601.0,DS2-225,None,369,369,0.0,0.43,,158.67,18,0,0,0,,
DS1,98.0,DS1-93,GGBS,337.90,526.90,35.870184095653826,0.52,0.33,174.90,,944.70,755.80,1700.50,0.800042341484069,0.3098500441046751
DS1,99.0,DS1-94,GGBS,374.00,563.20,33.59375,0.45,0.30,170.10,,926.10,756.70,1682.80,0.8170823885109599,0.33468029474685046
DS1,100.0,DS1-95,GGBS,313.30,575.50,45.560382276281494,0.56,0.30,175.50,,1046.90,611.80,1658.70,0.5843920145190563,0.3469584614457105
DS1,101.0,DS1-96,GGBS,425.00,531.30,20.007528703180878,0.36,0.29,153.50,,852.10,887.10,1739.20,1.0410749911982162,0.30548528058877644
DS1,102.0,DS1-97,GGBS,425.00,531.30,20.007528703180878,0.36,0.28,151.40,,936.00,803.70,1739.70,0.8586538461538461,0.3053974823245387
DS1,103.0,DS1-98,GGBS,375.00,468.80,20.00853242320819,0.34,0.27,126.60,,852.10,992.60,1844.70,1.1648867503814107,0.254133463435789
DS1,104.0,DS1-99,GGBS,475.00,593.80,20.006736274840012,0.38,0.30,181.10,,852.10,781.50,1633.60,0.9171458748973125,0.3634916748285994
DS1,105.0,DS1-100,GGBS,469.00,586.20,19.993176390310474,0.29,0.24,137.80,,852.10,840.50,1692.60,0.9863865743457341,0.34633108826657216
DS1,106.0,DS1-101,GGBS,425.00,531.30,20.007528703180878,0.36,0.29,153.50,,852.10,887.10,1739.20,1.0410749911982162,0.30548528058877644
DS1,107.0,DS1-102,GGBS,388.60,485.70,19.991764463660697,0.41,0.33,157.90,,852.10,925.70,1777.80,1.0863748386339631,0.27320283496456294
DS1,108.0,DS1-103,GGBS,531.30,531.30,0.0,0.27,0.27,141.80,,852.10,893.70,1745.80,1.0488205609670227,0.30433039294306335
DS1,109.0,DS1-104,GGBS,425.00,531.30,20.007528703180878,0.36,0.29,153.50,,852.10,887.10,1739.20,1.0410749911982162,0.30548528058877644
DS1,110.0,DS1-105,GGBS,318.80,531.30,39.99623564840956,0.49,0.29,155.70,,852.10,880.40,1732.50,1.0332120643117004,0.30666666666666664
DS1,111.0,DS1-106,GGBS,401.80,496.50,19.073514602215507,0.37,0.30,147.40,,946.80,852.10,1798.90,0.8999788762146177,0.2760020012229696
DS1,112.0,DS1-107,GGBS,362.60,551.60,34.263959390862944,0.45,0.30,164.90,,944.70,755.80,1700.50,0.800042341484069,0.32437518376947955
DS1,113.0,DS1-108,GGBS,323.70,606.50,46.62819455894476,0.57,0.30,183.80,,942.70,659.90,1602.60,0.7000106078285775,0.3784475227754898
DS1,114.0,DS1-109,GGBS,379.50,530.70,28.490672696438665,0.41,0.29,153.90,,1134.30,605.00,1739.30,0.533368597372829,0.30512275053182314
DS1,115.0,DS1-110,GGBS,362.60,551.60,34.263959390862944,0.45,0.30,164.90,,944.70,755.80,1700.50,0.800042341484069,0.32437518376947955
DS2,7602.0,DS2-226,None,380,380,0.0,0.43,,163.40,41,0,0,0,,
DS2,7571.0,DS2-195,None,350,350,0.0,0.42,,147.00,51,0,0,0,,
DS2,7572.0,DS2-196,None,385,385,0.0,0.42,,161.70,58,0,0,0,,
DS2,7573.0,DS2-197,None,385,385,0.0,0.42,,161.70,53.5,0,0,0,,
DS2,7574.0,DS2-198,None,380,380,0.0,0.42,,159.60,56,0,0,0,,
DS2,7575.0,DS2-199,None,380,380,0.0,0.42,,159.60,48.1,0,0,0,,
DS2,7576.0,DS2-200,None,380,380,0.0,0.42,,159.60,48.5,0,0,0,,
DS2,7577.0,DS2-201,None,380,380,0.0,0.42,,159.60,41.6,0,0,0,,
DS2,7578.0,DS2-202,None,380,380,0.0,0.42,,159.60,45.1,0,0,0,,
DS2,7579.0,DS2-203,None,380,380,0.0,0.42,,159.60,45.4,0,0,0,,
DS2,7580.0,DS2-204,None,350,350,0.0,0.42,,147.00,66.5,0,0,0,,
DS2,7581.0,DS2-205,None,385,385,0.0,0.42,,161.70,67.4,0,0,0,,
DS2,7603.0,DS2-227,None,430,430,0.0,0.43,,184.90,46,0,0,0,,
DS2,7604.0,DS2-228,None,350,350,0.0,0.43,,150.50,70.2,0,0,0,,
DS2,7605.0,DS2-229,None,455,455,0.0,0.43,,195.65,52.9,0,0,0,,
DS2,7606.0,DS2-230,None,455,455,0.0,0.43,,195.65,50.3,0,0,0,,
DS2,7607.0,DS2-231,None,455,455,0.0,0.43,,195.65,48.5,0,0,0,,
DS2,7608.0,DS2-232,None,455,455,0.0,0.43,,195.65,48.1,0,0,0,,
DS2,7609.0,DS2-233,None,455,455,0.0,0.43,,195.65,47.1,0,0,0,,
DS2,7610.0,DS2-234,None,432,432,0.0,0.43,,185.76,35.1,0,0,0,,
DS2,7611.0,DS2-235,None,380,380,0.0,0.44,,167.20,58.4,0,0,0,,
DS2,7619.0,DS2-243,None,425,425,0.0,0.44,,187.00,61.6,0,0,0,,
DS3,4425.0,DS3-95,Fly Ash,435.7,435.7,0.0,,,204.8,56.04,1115.2,564.3,1679.5,0.5060078909612625,0.25942244715689194
DS3,4426.0,DS3-96,Fly Ash,435.7,435.7,0.0,,,204.8,52.19,1115.2,564.3,1679.5,0.5060078909612625,0.25942244715689194
DS2,7620.0,DS2-244,None,425,425,0.0,0.44,,187.00,60,0,0,0,,
DS3,4427.0,DS3-97,Fly Ash,267.2,267.2,0.0,,,170,25.4,991.4,842.5,1833.9,0.849808351825701,0.14570041987022192
DS3,4428.0,DS3-98,Fly Ash,266.4,266.4,0.0,,,170,25.2,998.6,844.4,1843.0,0.845583817344282,0.14454693434617472
DS3,4429.0,DS3-99,Fly Ash,277.8,277.8,0.0,,,176.3,23.5,973.2,831.5,1804.7,0.8543978627209207,0.1539314013409431
DS3,4430.0,DS3-100,Fly Ash,385.2,385.2,0.0,,,165,46,815.1,917.3,1732.4,1.1253833885412832,0.22235049642114985
DS3,4431.0,DS3-101,Fly Ash,391.5,391.5,0.0,,,165,45.8,730.7,913.9,1644.6,1.2507184891200218,0.23805180591025174
DS3,4432.0,DS3-102,Fly Ash,397.3,397.3,0.0,,,167.5,46.9,802.1,907.4,1709.5,1.1312803889789302,0.2324071365896461
DS3,4433.0,DS3-103,Fly Ash,537.3,537.3,0.0,,,175,68.1,667.0,913.9,1580.9,1.3701649175412294,0.3398696944778291
DS3,4434.0,DS3-104,Fly Ash,547.2,547.2,0.0,,,177,63.9,659.7,906.5,1566.2,1.3741094436865242,0.34938066658153494
DS3,4435.0,DS3-105,Fly Ash,548.9,548.9,0.0,,,175,62.5,656.0,906.1,1562.1,1.38125,0.3513859548044299
DS3,4436.0,DS3-106,Fly Ash,570.2,570.2,0.0,,,179.6,62.4,641.4,890.4,1531.8,1.3882132834424696,0.3722418070244157
DS3,4437.0,DS3-107,Fly Ash,553.5,553.5,0.0,,,110.7,53.75,1058.3,734.2,1792.5,0.6937541339884721,0.3087866108786611
DS3,4438.0,DS3-108,Fly Ash,524.5,524.5,0.0,,,157.35,41.65,1002.8,695.7,1698.5,0.6937574790586358,0.3088018840153076
DS3,4439.0,DS3-109,Fly Ash,498.3,498.3,0.0,,,199.32,29.79,952.8,661,1613.8,0.693744752308984,0.30877432147725864
DS2,7621.0,DS2-245,None,425,425,0.0,0.44,,187.00,53.7,0,0,0,,
DS2,7622.0,DS2-246,None,425,425,0.0,0.44,,187.00,53.2,0,0,0,,
DS2,7623.0,DS2-247,None,341,341,0.0,0.44,,150.04,41.4,0,0,0,,
