mix_number,mix_mark,cement (kg/m3),eff_water (kg/m3)  ,NCA (kg/m3),RCA (kg/m3),"NFA,sand (kg/m3)",fly ash (kg/m3),silica fume (kg/m3),BFS (kg/m3) ,SP (kg/m3),Testing Age (day),CS fck (mpa),ref.,year,country
1148,,230,160,657,657,562,100,0,0,0,3,11.86,Limbachiya et al. b,2012,UK
1149,,245,160,0,1280,575,105,0,0,0,3,12.65,Limbachiya et al. b,2012,UK
1150,,260,160,1285,0,550,110,0,0,0,3,12.38,Limbachiya et al. b,2012,UK
1151,,260,160,900,386,550,110,0,0,0,3,14.22,Limbachiya et al. b,2012,UK
1152,,280,160,641,641,523,120,0,0,0,3,15.75,Limbachiya et al. b,2012,UK
1153,,295,160,0,1267,517,126,0,0,0,3,18.05,Limbachiya et al. b,2012,UK
1154,,280,160,1282,0,523,120,0,0,0,3,15.13,Limbachiya et al. b,2012,UK
1155,,280,160,898,384,523,120,0,0,0,3,21.1,Limbachiya et al. b,2012,UK
1156,,300,160,631,631,514,130,0,0,0,3,17.29,Limbachiya et al. b,2012,UK
1157,,322,160,0,1257,488,138,0,0,0,3,18.37,Limbachiya et al. b,2012,UK
1158,,215,160,1311,0,589,90,0,0,0,7,14.86,Limbachiya et al. b,2012,UK
1159,,215,160,918,393,589,90,0,0,0,7,16.17,Limbachiya et al. b,2012,UK
1160,,230,160,657,657,562,100,0,0,0,7,16.56,Limbachiya et al. b,2012,UK
1161,,245,160,0,1280,575,105,0,0,0,7,16.95,Limbachiya et al. b,2012,UK
1162,,260,160,1285,0,550,110,0,0,0,7,19.6,Limbachiya et al. b,2012,UK
1163,,260,160,900,386,550,110,0,0,0,7,20.22,Limbachiya et al. b,2012,UK
1164,,280,160,641,641,523,120,0,0,0,7,20.99,Limbachiya et al. b,2012,UK
1165,,295,160,0,1267,517,126,0,0,0,7,23.29,Limbachiya et al. b,2012,UK
1166,,280,160,1282,0,523,120,0,0,0,7,21.92,Limbachiya et al. b,2012,UK
1167,,280,160,898,384,523,120,0,0,0,7,26.66,Limbachiya et al. b,2012,UK
1168,,300,160,631,631,514,130,0,0,0,7,23.47,Limbachiya et al. b,2012,UK
1169,,322,160,0,1257,488,138,0,0,0,7,23.17,Limbachiya et al. b,2012,UK
1170,,215,160,1311,0,589,90,0,0,0,14,19.95,Limbachiya et al. b,2012,UK
1171,,215,160,918,393,589,90,0,0,0,14,20.47,Limbachiya et al. b,2012,UK
1172,,230,160,657,657,562,100,0,0,0,14,20.47,Limbachiya et al. b,2012,UK
1173,,245,160,0,1280,575,105,0,0,0,14,20.73,Limbachiya et al. b,2012,UK
1174,,260,160,1285,0,550,110,0,0,0,14,25.9,Limbachiya et al. b,2012,UK
1175,,260,160,900,386,550,110,0,0,0,14,24.84,Limbachiya et al. b,2012,UK
1176,,280,160,641,641,523,120,0,0,0,14,25.31,Limbachiya et al. b,2012,UK
1177,,295,160,0,1267,517,126,0,0,0,14,27.46,Limbachiya et al. b,2012,UK
1178,,280,160,1282,0,523,120,0,0,0,14,27.32,Limbachiya et al. b,2012,UK
1179,,280,160,898,384,523,120,0,0,0,14,31.61,Limbachiya et al. b,2012,UK
1180,,300,160,631,631,514,130,0,0,0,14,28.57,Limbachiya et al. b,2012,UK
1181,,322,160,0,1257,488,138,0,0,0,14,27.05,Limbachiya et al. b,2012,UK
1182,,215,160,1311,0,589,90,0,0,0,28,25.3,Limbachiya et al. b,2012,UK
1183,,215,160,918,393,589,90,0,0,0,28,25.16,Limbachiya et al. b,2012,UK
1184,,230,160,657,657,562,100,0,0,0,28,24.38,Limbachiya et al. b,2012,UK
1185,,245,160,0,1280,575,105,0,0,0,28,24.38,Limbachiya et al. b,2012,UK
1186,,260,160,1285,0,550,110,0,0,0,28,31.75,Limbachiya et al. b,2012,UK
1187,,260,160,900,386,550,110,0,0,0,28,29.62,Limbachiya et al. b,2012,UK
1188,,280,160,641,641,523,120,0,0,0,28,29.78,Limbachiya et al. b,2012,UK
1189,,295,160,0,1267,517,126,0,0,0,28,31.62,Limbachiya et al. b,2012,UK
1190,,280,160,1282,0,523,120,0,0,0,28,32.89,Limbachiya et al. b,2012,UK
1191,,280,160,898,384,523,120,0,0,0,28,36.57,Limbachiya et al. b,2012,UK
1192,,300,160,631,631,514,130,0,0,0,28,33.68,Limbachiya et al. b,2012,UK
1193,,322,160,0,1257,488,138,0,0,0,28,30.64,Limbachiya et al. b,2012,UK
1194,,215,160,1311,0,589,90,0,0,0,56,30.25,Limbachiya et al. b,2012,UK
1195,,215,160,918,393,589,90,0,0,0,56,29.73,Limbachiya et al. b,2012,UK
1196,,230,160,657,657,562,100,0,0,0,56,28.29,Limbachiya et al. b,2012,UK
1197,,245,160,0,1280,575,105,0,0,0,56,28.16,Limbachiya et al. b,2012,UK
1198,,260,160,1285,0,550,110,0,0,0,56,37.75,Limbachiya et al. b,2012,UK
1199,,260,160,900,386,550,110,0,0,0,56,34.4,Limbachiya et al. b,2012,UK
1200,,280,160,641,641,523,120,0,0,0,56,34.25,Limbachiya et al. b,2012,UK
1201,,295,160,0,1267,517,126,0,0,0,56,35.79,Limbachiya et al. b,2012,UK
1202,,280,160,1282,0,523,120,0,0,0,56,38.3,Limbachiya et al. b,2012,UK
1203,,280,160,898,384,523,120,0,0,0,56,41.36,Limbachiya et al. b,2012,UK
1204,,300,160,631,631,514,130,0,0,0,56,38.78,Limbachiya et al. b,2012,UK
1205,,322,160,0,1257,488,138,0,0,0,56,34.51,Limbachiya et al. b,2012,UK
1206,,215,160,1311,0,589,90,0,0,0,90,33.77,Limbachiya et al. b,2012,UK
1207,,215,160,918,393,589,90,0,0,0,90,32.72,Limbachiya et al. b,2012,UK
1208,,230,160,657,657,562,100,0,0,0,90,30.9,Limbachiya et al. b,2012,UK
1209,,245,160,0,1280,575,105,0,0,0,90,30.77,Limbachiya et al. b,2012,UK
1210,,260,160,1285,0,550,110,0,0,0,90,41.91,Limbachiya et al. b,2012,UK
1211,,260,160,900,386,550,110,0,0,0,90,37.8,Limbachiya et al. b,2012,UK
1212,,280,160,641,641,523,120,0,0,0,90,37.35,Limbachiya et al. b,2012,UK
1213,,295,160,0,1267,517,126,0,0,0,90,38.58,Limbachiya et al. b,2012,UK
1214,,280,160,1282,0,523,120,0,0,0,90,42.18,Limbachiya et al. b,2012,UK
1215,,280,160,898,384,523,120,0,0,0,90,50.47,Limbachiya et al. b,2012,UK
1216,,300,160,631,631,514,130,0,0,0,90,42.21,Limbachiya et al. b,2012,UK
1217,,322,160,0,1257,488,138,0,0,0,90,37.33,Limbachiya et al. b,2012,UK
1218,CON,295,192,1036,0,809,0,0,0,0,7,25.47,Somna et al.,2012,Thailand
1219,R,295,192,0,953,772,0,0,0,0,7,19.87,Somna et al.,2012,Thailand
1220,F20,236,192,0,946,765,59,0,0,0,7,19.87,Somna et al.,2012,Thailand
1221,F35,192,192,0,938,762,103,0,0,0.3,7,17.33,Somna et al.,2012,Thailand
1222,F50,147.5,192,0,934,756,147.5,0,0,0.6,7,15.87,Somna et al.,2012,Thailand
1223,B20,236,192,0,944,763,59,0,0,0.4,7,19.47,Somna et al.,2012,Thailand
1224,B35,192,192,0,934,759,103,0,0,0.9,7,16.4,Somna et al.,2012,Thailand
1225,B50,147.5,192,0,928,751,147.5,0,0,1.8,7,15.07,Somna et al.,2012,Thailand
1226,CON,295,192,1036,0,809,0,0,0,0,28,30.4,Somna et al.,2012,Thailand
1227,R,295,192,0,953,772,0,0,0,0,28,24.53,Somna et al.,2012,Thailand
1228,F20,236,192,0,946,765,59,0,0,0,28,24.8,Somna et al.,2012,Thailand
1229,F35,192,192,0,938,762,103,0,0,0.3,28,21.47,Somna et al.,2012,Thailand
1230,F50,147.5,192,0,934,756,147.5,0,0,0.6,28,19.33,Somna et al.,2012,Thailand
1231,B20,236,192,0,944,763,59,0,0,0.4,28,24.53,Somna et al.,2012,Thailand
1232,B35,192,192,0,934,759,103,0,0,0.9,28,20.67,Somna et al.,2012,Thailand
1233,B50,147.5,192,0,928,751,147.5,0,0,1.8,28,18.53,Somna et al.,2012,Thailand
1234,CON,295,192,1036,0,809,0,0,0,0,90,38.67,Somna et al.,2012,Thailand
1235,R,295,192,0,953,772,0,0,0,0,90,33.6,Somna et al.,2012,Thailand
1236,F20,236,192,0,946,765,59,0,0,0,90,34.13,Somna et al.,2012,Thailand
1237,F35,192,192,0,938,762,103,0,0,0.3,90,30.4,Somna et al.,2012,Thailand
1238,F50,147.5,192,0,934,756,147.5,0,0,0.6,90,28,Somna et al.,2012,Thailand
1239,B20,236,192,0,944,763,59,0,0,0.4,90,33.47,Somna et al.,2012,Thailand
1240,B35,192,192,0,934,759,103,0,0,0.9,90,28.93,Somna et al.,2012,Thailand
1241,B50,147.5,192,0,928,751,147.5,0,0,1.8,90,25.73,Somna et al.,2012,Thailand
1242,CON,424,190.8,979,0,767,0,0,0,0,7,37.6,Somna et al. b,2012,Thailand
1243,RB00,424,190.8,0,936,733,0,0,0,0,7,34.1,Somna et al. b,2012,Thailand
1244,RB20,339,190.8,0,922,719,85,0,0,2.5,7,34.5,Somna et al. b,2012,Thailand
1245,RB35,276,190.8,0,908,708,148,0,0,4.6,7,32.3,Somna et al. b,2012,Thailand
1246,RB50,212,190.8,0,893,697,212,0,0,8.5,7,29,Somna et al. b,2012,Thailand
1247,CON,424,190.8,979,0,767,0,0,0,0,28,44.4,Somna et al. b,2012,Thailand
1248,RB00,424,190.8,0,936,733,0,0,0,0,28,41,Somna et al. b,2012,Thailand
1249,RB20,339,190.8,0,922,719,85,0,0,2.5,28,41.2,Somna et al. b,2012,Thailand
1250,RB35,276,190.8,0,908,708,148,0,0,4.6,28,38.6,Somna et al. b,2012,Thailand
1251,RB50,212,190.8,0,893,697,212,0,0,8.5,28,35.1,Somna et al. b,2012,Thailand
1252,CON,424,190.8,979,0,767,0,0,0,0,60,49.1,Somna et al. b,2012,Thailand
1253,RB00,424,190.8,0,936,733,0,0,0,0,60,46.7,Somna et al. b,2012,Thailand
1254,RB20,339,190.8,0,922,719,85,0,0,2.5,60,47.1,Somna et al. b,2012,Thailand
1255,RB35,276,190.8,0,908,708,148,0,0,4.6,60,43.4,Somna et al. b,2012,Thailand
1256,RB50,212,190.8,0,893,697,212,0,0,8.5,60,40.4,Somna et al. b,2012,Thailand
1257,CON,424,190.8,979,0,767,0,0,0,0,90,52.8,Somna et al. b,2012,Thailand
1258,RB00,424,190.8,0,936,733,0,0,0,0,90,50.7,Somna et al. b,2012,Thailand
1259,RB20,339,190.8,0,922,719,85,0,0,2.5,90,51.3,Somna et al. b,2012,Thailand
1260,RB35,276,190.8,0,908,708,148,0,0,4.6,90,46.9,Somna et al. b,2012,Thailand
1261,RB50,212,190.8,0,893,697,212,0,0,8.5,90,43.8,Somna et al. b,2012,Thailand
1262,CN,295,192,1054,0,828,0,0,0,0,7,25.51,Tangchirapat et al.,2012,Thailand
1263,CR00,295,192,0,899,777,0,0,0,0,7,21.58,Tangchirapat et al.,2012,Thailand
1264,CR20,236,192,0,833,772,59,0,0,0.3,7,22.01,Tangchirapat et al.,2012,Thailand
1265,CR35,192,192,0,889,769,103,0,0,0.44,7,20.48,Tangchirapat et al.,2012,Thailand
1266,CR50,148,192,0,884,764,148,0,0,0.74,7,19.41,Tangchirapat et al.,2012,Thailand
1267,CN,295,192,1054,0,828,0,0,0,0,28,30.33,Tangchirapat et al.,2012,Thailand
1268,CR00,295,192,0,899,777,0,0,0,0,28,25.64,Tangchirapat et al.,2012,Thailand
1269,CR20,236,192,0,833,772,59,0,0,0.3,28,27.73,Tangchirapat et al.,2012,Thailand
1270,CR35,192,192,0,889,769,103,0,0,0.44,28,25,Tangchirapat et al.,2012,Thailand
1271,CR50,148,192,0,884,764,148,0,0,0.74,28,23.63,Tangchirapat et al.,2012,Thailand
1272,CN,295,192,1054,0,828,0,0,0,0,90,38.46,Tangchirapat et al.,2012,Thailand
1273,CR00,295,192,0,899,777,0,0,0,0,90,33.17,Tangchirapat et al.,2012,Thailand
1274,CR20,236,192,0,833,772,59,0,0,0.3,90,34.81,Tangchirapat et al.,2012,Thailand
1275,CR35,192,192,0,889,769,103,0,0,0.44,90,32.68,Tangchirapat et al.,2012,Thailand
1276,CR50,148,192,0,884,764,148,0,0,0.74,90,31.16,Tangchirapat et al.,2012,Thailand
1277,45NC,424,190.8,980,0,770,0,0,0,0,28,44.4,Somna et al. c,2012,Thailand
1278,45R,424,190.8,0,980,770,0,0,0,0,28,41,Somna et al. c,2012,Thailand
1279,45RF20,340,190.8,0,980,770,84,0,0,0.9,28,42.7,Somna et al. c,2012,Thailand
1280,45RF35,274,190.8,0,980,770,150,0,0,1.1,28,40.8,Somna et al. c,2012,Thailand
1281,45RF50,212,190.8,0,980,770,212,0,0,2.1,28,39.3,Somna et al. c,2012,Thailand
1282,55NC,350,192.5,1015,0,800,0,0,0,0,28,36.7,Somna et al. c,2012,Thailand
1283,55R,350,192.5,0,1015,800,0,0,0,0,28,33.3,Somna et al. c,2012,Thailand
1284,55RF20,280,192.5,0,1015,800,70,0,0,0.17,28,34.7,Somna et al. c,2012,Thailand
1285,55RF35,227.5,250.25,0,1015,800,227.5,0,0,0.52,28,30.8,Somna et al. c,2012,Thailand
1286,55RF50,175,192.5,0,1015,800,175,0,0,1.22,28,29.3,Somna et al. c,2012,Thailand
1287,65NC,295,191.75,1039,0,814,0,0,0,0,28,30.4,Somna et al. c,2012,Thailand
1288,65R,295,191.75,0,1039,814,0,0,0,0,28,24.8,Somna et al. c,2012,Thailand
1289,65RF20,236,191.75,0,1039,814,59,0,0,0,28,25,Somna et al. c,2012,Thailand
1290,65RF35,191.8,191.82,0,1039,814,103.3,0,0,0.3,28,21.6,Somna et al. c,2012,Thailand
1291,65RF50,147.5,191.75,0,1039,814,147.5,0,0,0.59,28,19.4,Somna et al. c,2012,Thailand
1292,45NC,424,190.8,980,0,770,0,0,0,0,60,49.1,Somna et al. c,2012,Thailand
1293,45R,424,190.8,0,980,770,0,0,0,0,60,46.7,Somna et al. c,2012,Thailand
1294,45RF20,340,190.8,0,980,770,84,0,0,0.9,60,48,Somna et al. c,2012,Thailand
1295,45RF35,274,190.8,0,980,770,150,0,0,1.1,60,46.4,Somna et al. c,2012,Thailand
1296,45RF50,212,190.8,0,980,770,212,0,0,2.1,60,43.9,Somna et al. c,2012,Thailand
1297,55NC,350,192.5,1015,0,800,0,0,0,0,60,41.7,Somna et al. c,2012,Thailand
1298,55R,350,192.5,0,1015,800,0,0,0,0,60,38.1,Somna et al. c,2012,Thailand
1299,55RF20,280,192.5,0,1015,800,70,0,0,0.17,60,39.9,Somna et al. c,2012,Thailand
1300,55RF35,227.5,250.25,0,1015,800,227.5,0,0,0.52,60,36.2,Somna et al. c,2012,Thailand
1301,55RF50,175,192.5,0,1015,800,175,0,0,1.22,60,33.8,Somna et al. c,2012,Thailand
1302,65NC,295,191.75,1039,0,814,0,0,0,0,60,37.2,Somna et al. c,2012,Thailand
1303,65R,295,191.75,0,1039,814,0,0,0,0,60,31,Somna et al. c,2012,Thailand
1304,65RF20,236,191.75,0,1039,814,59,0,0,0,60,31.7,Somna et al. c,2012,Thailand
1305,65RF35,191.8,191.82,0,1039,814,103.3,0,0,0.3,60,28.2,Somna et al. c,2012,Thailand
1306,65RF50,147.5,191.75,0,1039,814,147.5,0,0,0.59,60,25.9,Somna et al. c,2012,Thailand
1307,45NC,424,190.8,980,0,770,0,0,0,0,90,52.8,Somna et al. c,2012,Thailand
1308,45R,424,190.8,0,980,770,0,0,0,0,90,50.7,Somna et al. c,2012,Thailand
1309,45RF20,340,190.8,0,980,770,84,0,0,0.9,90,51.8,Somna et al. c,2012,Thailand
1310,45RF35,274,190.8,0,980,770,150,0,0,1.1,90,50.4,Somna et al. c,2012,Thailand
1311,45RF50,212,190.8,0,980,770,212,0,0,2.1,90,47.4,Somna et al. c,2012,Thailand
1312,55NC,350,192.5,1015,0,800,0,0,0,0,90,44.9,Somna et al. c,2012,Thailand
1313,55R,350,192.5,0,1015,800,0,0,0,0,90,41.6,Somna et al. c,2012,Thailand
1314,55RF20,280,192.5,0,1015,800,70,0,0,0.17,90,43.6,Somna et al. c,2012,Thailand
1315,55RF35,227.5,250.25,0,1015,800,227.5,0,0,0.52,90,39.8,Somna et al. c,2012,Thailand
1316,55RF50,175,192.5,0,1015,800,175,0,0,1.22,90,36.8,Somna et al. c,2012,Thailand
1317,65NC,295,191.75,1039,0,814,0,0,0,0,90,38.8,Somna et al. c,2012,Thailand
1318,65R,295,191.75,0,1039,814,0,0,0,0,90,33.6,Somna et al. c,2012,Thailand
1319,65RF20,236,191.75,0,1039,814,59,0,0,0,90,34.3,Somna et al. c,2012,Thailand
1320,65RF35,191.8,191.82,0,1039,814,103.3,0,0,0.3,90,30.6,Somna et al. c,2012,Thailand
1321,65RF50,147.5,191.75,0,1039,814,147.5,0,0,0.59,90,28,Somna et al. c,2012,Thailand
1322,Control-I,390,195,1107,0,678,0,0,0,0,1,15.74,Kou et al.,2011,China
1323,SF10-I,351,195,1107,0,664,0,39,0,0,1,13.14,Kou et al.,2011,China
1324,FA35-I,253.5,195,1107,0,640,136.5,0,0,0,1,5.36,Kou et al.,2011,China
1325,GGBS55-I,175.5,195,1107,0,658,0,0,214.5,0,1,4.84,Kou et al.,2011,China
1326,Control-II,390,195,527,539,678,0,0,0,0,1,11.35,Kou et al.,2011,China
1327,SF10-II,351,195,527,539,664,0,39,0,0,1,11.51,Kou et al.,2011,China
1328,FA35-II,253.5,195,527,539,640,136.5,0,0,0,1,5.11,Kou et al.,2011,China
1329,GGBS55-II,175.5,195,527,539,658,0,0,214.5,0,1,5.11,Kou et al.,2011,China
1330,Control-III,390,195,0,1078,678,0,0,0,0,1,10.55,Kou et al.,2011,China
1331,SF10-III,351,195,0,1078,664,0,39,0,0,1,8.99,Kou et al.,2011,China
1332,FA35-III,253.5,195,0,1078,640,136.5,0,0,0,1,4.85,Kou et al.,2011,China
1333,GGBS55-III,175.5,195,0,1078,658,0,0,214.5,0,1,4.15,Kou et al.,2011,China
1334,Control-I,390,195,1107,0,678,0,0,0,0,3,31.99,Kou et al.,2011,China
1335,SF10-I,351,195,1107,0,664,0,39,0,0,3,33.03,Kou et al.,2011,China
1336,FA35-I,253.5,195,1107,0,640,136.5,0,0,0,3,15.39,Kou et al.,2011,China
1337,GGBS55-I,175.5,195,1107,0,658,0,0,214.5,0,3,16.08,Kou et al.,2011,China
1338,Control-II,390,195,527,539,678,0,0,0,0,3,28.27,Kou et al.,2011,China
1339,SF10-II,351,195,527,539,664,0,39,0,0,3,27.47,Kou et al.,2011,China
1340,FA35-II,253.5,195,527,539,640,136.5,0,0,0,3,14.52,Kou et al.,2011,China
1341,GGBS55-II,175.5,195,527,539,658,0,0,214.5,0,3,15.47,Kou et al.,2011,China
1342,Control-III,390,195,0,1078,678,0,0,0,0,3,22.31,Kou et al.,2011,China
1343,SF10-III,351,195,0,1078,664,0,39,0,0,3,20.76,Kou et al.,2011,China
1344,FA35-III,253.5,195,0,1078,640,136.5,0,0,0,3,12.29,Kou et al.,2011,China
1345,GGBS55-III,175.5,195,0,1078,658,0,0,214.5,0,3,13.15,Kou et al.,2011,China
1346,Control-I,390,195,1107,0,678,0,0,0,0,7,38.21,Kou et al.,2011,China
1347,SF10-I,351,195,1107,0,664,0,39,0,0,7,42.02,Kou et al.,2011,China
1348,FA35-I,253.5,195,1107,0,640,136.5,0,0,0,7,20.57,Kou et al.,2011,China
1349,GGBS55-I,175.5,195,1107,0,658,0,0,214.5,0,7,21.61,Kou et al.,2011,China
1350,Control-II,390,195,527,539,678,0,0,0,0,7,32.08,Kou et al.,2011,China
1351,SF10-II,351,195,527,539,664,0,39,0,0,7,34.48,Kou et al.,2011,China
1352,FA35-II,253.5,195,527,539,640,136.5,0,0,0,7,22.17,Kou et al.,2011,China
1353,GGBS55-II,175.5,195,527,539,658,0,0,214.5,0,7,23.29,Kou et al.,2011,China
1354,Control-III,390,195,0,1078,678,0,0,0,0,7,29.42,Kou et al.,2011,China
1355,SF10-III,351,195,0,1078,664,0,39,0,0,7,29.42,Kou et al.,2011,China
1356,FA35-III,253.5,195,0,1078,640,136.5,0,0,0,7,15.75,Kou et al.,2011,China
1357,GGBS55-III,175.5,195,0,1078,658,0,0,214.5,0,7,16.96,Kou et al.,2011,China
1358,Control-I,390,195,1107,0,678,0,0,0,0,28,55.09,Kou et al.,2011,China
1359,SF10-I,351,195,1107,0,664,0,39,0,0,28,60.38,Kou et al.,2011,China
1360,FA35-I,253.5,195,1107,0,640,136.5,0,0,0,28,35.75,Kou et al.,2011,China
1361,GGBS55-I,175.5,195,1107,0,658,0,0,214.5,0,28,37.65,Kou et al.,2011,China
1362,Control-II,390,195,527,539,678,0,0,0,0,28,50.54,Kou et al.,2011,China
1363,SF10-II,351,195,527,539,664,0,39,0,0,28,54.35,Kou et al.,2011,China
1364,FA35-II,253.5,195,527,539,640,136.5,0,0,0,28,36.87,Kou et al.,2011,China
1365,GGBS55-II,175.5,195,527,539,658,0,0,214.5,0,28,38.31,Kou et al.,2011,China
1366,Control-III,390,195,0,1078,678,0,0,0,0,28,41.73,Kou et al.,2011,China
1367,SF10-III,351,195,0,1078,664,0,39,0,0,28,52.45,Kou et al.,2011,China
1368,FA35-III,253.5,195,0,1078,640,136.5,0,0,0,28,31.18,Kou et al.,2011,China
1369,GGBS55-III,175.5,195,0,1078,658,0,0,214.5,0,28,32.56,Kou et al.,2011,China
1370,Control-I,390,195,1107,0,678,0,0,0,0,90,62.62,Kou et al.,2011,China
1371,SF10-I,351,195,1107,0,664,0,39,0,0,90,63.8,Kou et al.,2011,China
1372,FA35-I,253.5,195,1107,0,640,136.5,0,0,0,90,51.24,Kou et al.,2011,China
1373,GGBS55-I,175.5,195,1107,0,658,0,0,214.5,0,90,54.38,Kou et al.,2011,China
1374,Control-II,390,195,527,539,678,0,0,0,0,90,58.69,Kou et al.,2011,China
1375,SF10-II,351,195,527,539,664,0,39,0,0,90,60.32,Kou et al.,2011,China
1376,FA35-II,253.5,195,527,539,640,136.5,0,0,0,90,49.8,Kou et al.,2011,China
1377,GGBS55-II,175.5,195,527,539,658,0,0,214.5,0,90,51.43,Kou et al.,2011,China
1378,Control-III,390,195,0,1078,678,0,0,0,0,90,52.77,Kou et al.,2011,China
1379,SF10-III,351,195,0,1078,664,0,39,0,0,90,53.75,Kou et al.,2011,China
1380,FA35-III,253.5,195,0,1078,640,136.5,0,0,0,90,49.04,Kou et al.,2011,China
1381,GGBS55-III,175.5,195,0,1078,658,0,0,214.5,0,90,49.23,Kou et al.,2011,China
1382,H-0.65-0,275,178.75,943.84,0,918.49,0,0,0,1.93,28,31.92,Belén et al. ,2011,Spain
1383,H-0.65-20,275,178.75,723.07,180.77,938.05,0,0,0,1.93,28,31.71,Belén et al. ,2011,Spain
1384,H-0.65-50,275,178.75,423.77,423.77,962.73,0,0,0,1.93,28,32.35,Belén et al. ,2011,Spain
1385,H-0.65-100,275,178.75,0,756.46,1005.18,0,0,0,1.93,28,30.13,Belén et al. ,2011,Spain
1386,H-0.5-0,380,190,973.37,0,781.43,0,0,0,2.66,28,44.81,Belén et al. ,2011,Spain
1387,H-0.5-20,380,190,750.04,187.51,794.31,0,0,0,2.66,28,43.74,Belén et al. ,2011,Spain
1388,H-0.5-50,380,190,443.71,443.71,811.37,0,0,0,2.66,28,37.45,Belén et al. ,2011,Spain
1389,H-0.5-100,380,190,0,807.97,838.29,0,0,0,2.66,28,40.54,Belén et al. ,2011,Spain
1390,CL,430,193,835,0,808,0,0,0,0,28,36.29,Fathifazl et al. ,2011,Canada
1391,EM,335,151,414,720,630,0,0,0,1.09,28,42.68,Fathifazl et al. ,2011,Canada
1392,CM,349,156,0,792,888,0,0,0,1.43,28,45.26,Fathifazl et al. ,2011,Canada
1393,CG,424,191,900,0,857,0,0,0,0.09,28,35.15,Fathifazl et al. ,2011,Canada
1394,EV,358,161,281,813,645,0,0,0,1.17,28,46.19,Fathifazl et al. ,2011,Canada
1395,CV,349,156,0,867,763,0,0,0,1.08,28,47.32,Fathifazl et al. ,2011,Canada
1396,,275,178.75,943.84,0,918.49,0,0,0,1.93,28,32.89,González-Fonteboa et al. ,2011,Spain
1397,,275,178.75,723.07,180.77,938.05,0,0,0,1.93,28,32.68,González-Fonteboa et al. ,2011,Spain
1398,,275,178.75,423.77,423.77,962.73,0,0,0,1.93,28,33.4,González-Fonteboa et al. ,2011,Spain
1399,,275,178.75,0,756.46,1005.18,0,0,0,1.93,28,31.03,González-Fonteboa et al. ,2011,Spain
1400,,380,190,973.37,0,781.43,0,0,0,2.66,28,46.19,González-Fonteboa et al. ,2011,Spain
1401,,380,190,750.04,187.51,794.31,0,0,0,2.66,28,45.05,González-Fonteboa et al. ,2011,Spain
1402,,380,190,443.71,443.71,811.37,0,0,0,2.66,28,38.66,González-Fonteboa et al. ,2011,Spain
1403,,380,190,0,807.97,838.29,0,0,0,2.66,28,41.75,González-Fonteboa et al. ,2011,Spain
1404,MCRR 0.00,401,172.43,1261,0,574,0,0,0,0.2,28,49.81,Rao et al. ,2011,India
1405,MCRR 0.25,401,172.43,911,303,574,0,0,0,0.2,28,39.83,Rao et al. ,2011,India
1406,MCRR 0.50,401,172.43,585,585,574,0,0,0,0.7,28,38.98,Rao et al. ,2011,India
1407,MCRR 1.00,401,172.43,0,1119,574,0,0,0,0.9,28,36.02,Rao et al. ,2011,India
1408,MCRR 0.00,401,172.43,1261,0,574,0,0,0,0.2,7,24.15,Rao et al. ,2011,India
1409,MCRR 0.25,401,172.43,911,303,574,0,0,0,0.2,7,22.88,Rao et al. ,2011,India
1410,MCRR 0.50,401,172.43,585,585,574,0,0,0,0.7,7,28.39,Rao et al. ,2011,India
1411,MCRR 1.00,401,172.43,0,1119,574,0,0,0,0.9,7,27.54,Rao et al. ,2011,India
1412,MCRR 0.00,401,172.43,1261,0,574,0,0,0,0.2,56,51.92,Rao et al. ,2011,India
1413,MCRR 0.25,401,172.43,911,303,574,0,0,0,0.2,56,48.27,Rao et al. ,2011,India
1414,MCRR 0.50,401,172.43,585,585,574,0,0,0,0.7,56,38.22,Rao et al. ,2011,India
1415,MCRR 1.00,401,172.43,0,1119,574,0,0,0,0.9,56,37.71,Rao et al. ,2011,India
1416,MCRR 0.00,401,172.43,1261,0,574,0,0,0,0.2,90,52.88,Rao et al. ,2011,India
1417,MCRR 0.25,401,172.43,911,303,574,0,0,0,0.2,90,49.04,Rao et al. ,2011,India
1418,MCRR 0.50,401,172.43,585,585,574,0,0,0,0.7,90,38.64,Rao et al. ,2011,India
1419,MCRR 1.00,401,172.43,0,1119,574,0,0,0,0.9,90,37.97,Rao et al. ,2011,India
1420,C17R0,270,175.5,900,0,250,0,0,0,0.81,28,17.12,Zega and Di Maio ,2011,Argentina
1421,C17R25,270,175.5,675,200,250,0,0,0,1.08,28,15.68,Zega and Di Maio ,2011,Argentina
1422,C17R50,270,175.5,450,400,250,0,0,0,1.35,28,15.25,Zega and Di Maio ,2011,Argentina
1423,C17R75,270,175.5,225,600,250,0,0,0,1.62,28,13.98,Zega and Di Maio ,2011,Argentina
1424,C30R0,370,155.4,1010,0,175,0,0,0,0,28,33.9,Zega and Di Maio ,2011,Argentina
1425,C30R25,370,155.4,760,230,175,0,0,0,1.48,28,27.97,Zega and Di Maio ,2011,Argentina
1426,C30R50,370,155.4,505,455,175,0,0,0,1.85,28,29.24,Zega and Di Maio ,2011,Argentina
1427,C30R75,370,155.4,250,680,175,0,0,0,2.59,28,28.81,Zega and Di Maio ,2011,Argentina
1428,REF-0.40,350,140,1109,0,732,0,0,0,4.2,28,56.35,Corinaldesi ,2010,Italy
